Iteration	Posterior	Likelihood	Prior	rate_log_sd	rate_loss	tree_length
4728	-4817.307	-4927.265	109.9587	0.6837269	1.195082	8.003251
4734	-4820.122	-4931.808	111.6859	0.8014994	1.199532	7.01274
4740	-4801.205	-4912.829	111.6235	0.7373373	1.215191	7.073588
4746	-4813.357	-4925.458	112.1011	0.7169978	1.215191	6.82721
4752	-4807.897	-4919.162	111.2648	0.9231882	1.106513	7.218756
4758	-4798.055	-4908.471	110.4156	0.7536843	1.271547	7.687009
4764	-4800.78	-4911.525	110.7448	0.8008566	1.440902	7.413475
4770	-4795.597	-4906.765	111.1687	0.7549209	1.318799	7.261992
4776	-4806.684	-4916.94	110.2561	0.7164919	1.272282	7.791854
4782	-4809.858	-4921.448	111.59	0.6239005	1.22869	7.146368
4788	-4804.651	-4916.665	112.0139	0.7062317	1.265188	6.857164
4794	-4799.409	-4910.734	111.3251	0.7062317	1.217994	7.249391
4800	-4802.918	-4914.375	111.4566	0.7236748	1.41314	7.084036
4806	-4802.987	-4914.387	111.3994	0.7046921	1.355764	7.14911
4812	-4795.357	-4906.287	110.9302	0.6715794	1.245995	7.466973
4818	-4802.945	-4914.576	111.6311	0.7565785	1.170862	7.08001
4824	-4805.178	-4916.587	111.4089	0.6866148	1.408595	7.131514
4830	-4798.781	-4909.589	110.8079	0.7830499	1.335491	7.433244
4836	-4807.338	-4916.225	108.8866	0.7960094	1.190347	8.516287
4842	-4803.521	-4914.344	110.8227	0.6799311	1.181817	7.549831
4848	-4806.559	-4916.444	109.8855	0.6973827	1.360011	7.961854
4854	-4806.635	-4916.974	110.3387	0.6899242	1.389433	7.71149
4860	-4797.464	-4909.415	111.951	0.6959034	1.317949	6.873213
4866	-4802.179	-4912.905	110.7262	0.7035288	1.285457	7.541465
4872	-4796.842	-4908.239	111.3976	0.5852352	1.245193	7.26295
4878	-4798.876	-4910.136	111.2608	0.6617989	1.342598	7.252286
4884	-4800.636	-4911.857	111.2212	0.7013582	1.342598	7.252286
4890	-4790.073	-4901.138	111.0656	0.7047973	1.186521	7.404086
4896	-4799.153	-4910.399	111.2459	0.6784165	1.187702	7.321014
4902	-4806.231	-4916.953	110.7219	0.6784165	1.342508	7.53237
4908	-4806.137	-4917.426	111.2884	0.670751	1.464991	7.181809
4914	-4800.696	-4913.348	112.6518	0.6881443	1.131563	6.585348
4920	-4798.669	-4911.548	112.8798	0.8907254	1.180451	6.328229
4926	-4801.127	-4913.944	112.8169	0.7114974	1.480275	6.328229
4932	-4798.85	-4911.639	112.7888	0.6772786	1.068793	6.548698
4938	-4796.716	-4908.451	111.7351	0.8103095	1.410508	6.888507
4944	-4799.095	-4910.941	111.8461	0.7710391	1.319688	6.888507
4950	-4801.869	-4914.013	112.144	0.733412	1.048897	6.877011
4956	-4809.521	-4921.468	111.9467	0.6801547	1.155398	6.958672
4962	-4814.84	-4928.113	113.273	0.8329806	1.335609	6.074786
4968	-4806.216	-4918.106	111.8903	0.7921607	1.351802	6.839338
4974	-4795.137	-4906.096	110.9585	0.6752943	1.270998	7.438577
4980	-4800.308	-4912.537	112.2285	0.8254067	1.256008	6.681115
4986	-4805.733	-4917.896	112.1636	0.861531	1.290554	6.681115
4992	-4804.077	-4915.282	111.2052	0.7429902	1.17835	7.312608
4998	-4809.305	-4920.23	110.9244	0.6531937	1.098369	7.550144
5004	-4819.192	-4931.536	112.3432	0.6848992	0.990312	6.826877
5010	-4808.382	-4920.444	112.0619	0.7759838	1.176469	6.834792
5016	-4807.292	-4919.888	112.5954	0.8150598	1.244421	6.493477
5022	-4811.6	-4924.664	113.0633	0.8914117	1.140835	6.247397
5028	-4822.549	-4934.83	112.2803	0.8347083	1.18946	6.678992
5034	-4819.297	-4932.162	112.8654	0.8407985	1.22111	6.343886
5040	-4816.009	-4929.104	113.0951	0.8239315	1.285543	6.198781
5046	-4805.098	-4916.207	111.1092	0.8483335	1.195502	7.299479
5052	-4809.16	-4919.815	110.6553	0.720298	1.202142	7.608296
5058	-4805.512	-4917.721	112.209	0.6872383	1.226918	6.779597
5064	-4805.826	-4917.955	112.129	0.8059921	1.182309	6.779597
5070	-4818.052	-4928.732	110.6799	0.8185692	1.425373	7.445087
5076	-4826.587	-4936.636	110.0491	0.7469373	1.312943	7.868255
5082	-4804.994	-4916.357	111.3631	0.7445231	1.395064	7.130608
5088	-4800.422	-4912.231	111.8095	0.8410523	1.548337	6.776554
5094	-4808.73	-4919.238	110.5081	0.8829425	1.274192	7.567182
5100	-4811.066	-4921.072	110.0061	0.9088942	1.329809	7.797461
5106	-4814.948	-4925.979	111.0303	0.7529103	1.514757	7.256558
5112	-4800.307	-4911.388	111.0811	0.7945411	1.421939	7.244171
5118	-4819.179	-4930.721	111.5421	0.6714461	1.421939	7.062512
5124	-4814.582	-4926.797	112.2154	0.7204784	1.421939	6.67297
5130	-4808.971	-4921.479	112.5079	0.8631839	1.179357	6.545258
5136	-4810.887	-4921.81	110.9223	0.7268572	1.30903	7.413512
5142	-4813.967	-4925.236	111.2686	0.6404563	1.113891	7.364808
5148	-4816.549	-4928.262	111.713	0.7704113	1.31442	6.962845
5154	-4804.64	-4914.798	110.1579	0.7647673	1.211985	7.845843
5160	-4800.116	-4911.293	111.1774	0.8587328	1.159051	7.2746
5166	-4797.921	-4907.516	109.5945	0.6850951	1.458379	8.083175
5172	-4806.909	-4918.234	111.3247	0.6951176	1.458379	7.151844
5178	-4805.302	-4916.257	110.9558	0.7507768	1.282407	7.394458
5184	-4796.28	-4907.651	111.3705	0.7298034	1.235948	7.20409
5190	-4805.606	-4916.239	110.6324	0.6529461	1.304101	7.610554
5196	-4806.911	-4917.534	110.6231	0.6515871	1.304101	7.616268
5202	-4807.941	-4918.556	110.6149	0.7269995	1.327746	7.570023
5208	-4804.529	-4916.198	111.6697	0.6845932	1.129143	7.118142
5214	-4806.898	-4918.878	111.9802	0.7572703	1.229485	6.864075
5220	-4809.566	-4919.842	110.2758	0.7497639	1.348442	7.73038
5226	-4812.564	-4921.596	109.0319	0.7473311	1.389391	8.377632
5232	-4811.638	-4922.845	111.2062	0.7473311	1.131121	7.332457
5238	-4804.306	-4914.456	110.1504	0.6900597	1.225021	7.883741
5244	-4802.11	-4913.197	111.087	0.8196059	1.393149	7.239456
5250	-4800.25	-4911.613	111.3632	0.7859405	1.259615	7.167096
5256	-4799.588	-4911.011	111.4228	0.772437	1.205613	7.167096
5262	-4807.783	-4919.51	111.7279	0.8225289	1.579989	6.818434
5268	-4812.357	-4924.229	111.8714	0.7839239	1.358252	6.851247
5274	-4810.698	-4922.065	111.3663	0.7234641	1.299462	7.181224
5280	-4816.675	-4927.222	110.5473	0.8224201	1.169715	7.626711
5286	-4802.755	-4915.401	112.6459	0.8421515	1.232544	6.456917
5292	-4797.604	-4907.966	110.3618	0.7936305	1.436042	7.624494
5298	-4803.756	-4915.148	111.3912	0.8505328	1.396547	7.057846
5304	-4799.108	-4909.765	110.6566	0.7493015	1.454064	7.483056
5310	-4808.323	-4918.748	110.425	0.730745	1.231985	7.712139
5316	-4815.378	-4925.656	110.2788	0.7624643	1.345105	7.723394
5322	-4810.128	-4921.95	111.8214	0.7271305	1.283377	6.941498
5328	-4799.707	-4911.053	111.3463	0.8161826	1.301133	7.141377
5334	-4817.693	-4930.645	112.951	0.7343064	1.229435	6.351355
5340	-4813.607	-4924.874	111.2672	0.8653481	1.496476	7.076027
5346	-4807.2	-4917.41	110.2096	0.8952679	1.48192	7.63311
5352	-4796.928	-4908.854	111.9253	0.8200395	1.244905	6.852766
5358	-4798.392	-4910.78	112.3884	0.8169632	1.244905	6.604281
5364	-4802.565	-4913.222	110.6572	0.8750148	1.351443	7.457898
5370	-4806.689	-4917.69	111.0017	0.7895435	1.060239	7.454996
5376	-4800.471	-4912.681	112.21	0.7762761	1.463881	6.628571
5382	-4805.362	-4917.542	112.1801	0.7874312	1.489103	6.628571
5388	-4805.792	-4917.173	111.3807	0.7733278	1.210311	7.187024
5394	-4812.284	-4923.763	111.4791	0.8279755	1.130133	7.143057
5400	-4804.604	-4913.782	109.1785	0.7820305	1.334257	8.304386
5406	-4799.687	-4910.861	111.1743	0.7203242	1.280807	7.294311
5412	-4806.872	-4919.244	112.3722	0.8180863	1.312277	6.5822
5418	-4806.922	-4918.749	111.827	0.6667792	1.316431	6.956386
5424	-4812.277	-4922.811	110.5348	0.6857403	1.276775	7.657319
5430	-4818.142	-4928.044	109.9018	0.6533399	1.420355	7.951611
5436	-4802.285	-4913.227	110.9427	0.702991	1.223285	7.453867
5442	-4793.751	-4904.941	111.1905	0.7311851	1.283489	7.27855
5448	-4806.843	-4917.565	110.7223	0.6926608	1.296185	7.544631
5454	-4799.407	-4908.588	109.1811	0.8112031	1.265146	8.317638
5460	-4820.131	-4930.742	110.6113	0.8575827	1.136205	7.58975
5466	-4818.987	-4930.057	111.0697	0.7213321	1.524978	7.248399
5472	-4819.34	-4930.989	111.6493	0.7793292	1.219846	7.034918
5478	-4815.973	-4927.606	111.6327	0.7868472	1.219846	7.039843
5484	-4805.791	-4918.894	113.1032	0.789362	1.0528	6.325775
5490	-4807.271	-4917.232	109.9613	0.7914374	1.339737	7.879835
5496	-4807.815	-4919.356	111.5408	0.7588569	1.399455	7.025462
5502	-4814.473	-4925.961	111.4882	0.7083372	1.273247	7.135498
5508	-4800.491	-4911.946	111.4555	0.8329768	1.181235	7.128434
5514	-4807.608	-4918.546	110.9385	0.688789	1.181235	7.483298
5520	-4804.886	-4914.849	109.9629	0.7045637	1.197373	7.988857
5526	-4806.505	-4916.817	110.3124	0.7670171	1.413493	7.674349
5532	-4802.793	-4914.454	111.6607	0.6516721	1.225882	7.094707
5538	-4803.218	-4915.368	112.1504	0.6947227	1.388282	6.736049
5544	-4802.246	-4913.826	111.5802	0.7406333	1.161039	7.120685
5550	-4811.123	-4923.144	112.0211	0.6629496	1.220986	6.896827
5556	-4805.008	-4915.994	110.986	0.6840076	1.275486	7.417149
5562	-4816.481	-4927.538	111.0569	0.6758939	1.037457	7.498075
5568	-4801.063	-4913.259	112.1964	0.7231096	1.05284	6.852239
5574	-4808.734	-4920.328	111.5945	0.748039	1.05284	7.162937
5580	-4804.264	-4915.018	110.7544	0.650203	1.084783	7.649543
5586	-4802.072	-4912.541	110.4684	0.8074541	1.22837	7.649543
5592	-4797.177	-4909.561	112.3841	0.8778473	1.22837	6.581297
5598	-4813.649	-4923.942	110.2926	0.8495656	1.237149	7.717035
5604	-4801.615	-4912.051	110.4361	0.7358991	1.336186	7.657295
5610	-4811.665	-4921.592	109.9269	0.7263836	1.336186	7.934443
5616	-4809.637	-4920.852	111.2154	0.7406805	1.154136	7.319939
5622	-4799.832	-4911.223	111.3906	0.7740772	1.20356	7.184456
5628	-4804.142	-4914.61	110.468	0.6904902	1.02303	7.812877
5634	-4803.704	-4915.997	112.2933	0.7608143	1.186563	6.713244
5640	-4820.413	-4932.509	112.096	0.6873857	1.129977	6.886728
5646	-4817.929	-4928.342	110.4132	0.7091705	1.389788	7.661185
5652	-4812.56	-4924.817	112.2572	0.8835428	1.362836	6.587015
5658	-4806.401	-4917.81	111.4091	0.7835889	1.349694	7.104046
5664	-4799.672	-4911.181	111.5088	0.7369323	1.284388	7.104046
5670	-4804.677	-4916.302	111.6257	0.7176201	1.170531	7.104046
5676	-4799.307	-4910.545	111.2376	0.7584788	1.120791	7.314719
5682	-4806.985	-4917.468	110.4832	0.8798853	1.234798	7.599949
5688	-4812.772	-4924.515	111.7434	0.7919569	1.234798	6.970582
5694	-4811.517	-4922.978	111.4613	0.6980412	1.288141	7.148826
5700	-4815.585	-4927.072	111.4867	0.7412068	1.527318	7.012566
5706	-4816.467	-4928.29	111.8228	0.7493101	1.28498	6.928082
5712	-4810.977	-4922.275	111.2985	0.7539063	1.215991	7.23901
5718	-4810.483	-4921.679	111.1965	0.7667287	1.2007	7.294028
5724	-4815.41	-4926.135	110.7254	0.7778245	1.353763	7.472437
5730	-4809.88	-4920.575	110.6946	0.7936642	1.372729	7.472437
5736	-4813.723	-4925.411	111.6876	0.7766943	1.205202	7.02256
5742	-4808.309	-4918.926	110.6175	0.7585576	1.164683	7.625662
5748	-4808.398	-4919.589	111.1915	0.7012096	1.25215	7.308183
5754	-4813.167	-4923.173	110.006	0.6864614	1.235087	7.958163
5760	-4815.287	-4926.388	111.1017	0.7213832	1.337991	7.30768
5766	-4825.279	-4936.827	111.5479	0.6174018	1.337991	7.123842
5772	-4803.08	-4914.012	110.9321	0.6965791	1.267564	7.442837
5778	-4798.594	-4909.089	110.4946	0.7170047	1.138558	7.726187
5784	-4805.776	-4916.077	110.3009	0.7206387	1.19503	7.800898
5790	-4802.662	-4914.319	111.6565	0.831214	1.273335	6.978739
5796	-4803.317	-4914.681	111.3641	0.7994986	1.328922	7.128631
5802	-4808.08	-4919.941	111.8612	0.8822506	1.008887	6.970327
5808	-4801.383	-4912.806	111.423	0.7624668	1.42464	7.076503
5814	-4801.295	-4912.692	111.3976	0.7442331	1.220874	7.188709
5820	-4800.064	-4910.045	109.9815	0.7681014	1.327062	7.886957
5826	-4799.216	-4911.116	111.9002	0.7660505	1.412502	6.822508
5832	-4790.349	-4901.201	110.8526	0.7372718	1.31228	7.443904
5838	-4803.138	-4913.987	110.8485	0.6534948	1.32876	7.483817
5844	-4802.687	-4913.526	110.8385	0.7287074	1.336106	7.445737
5850	-4805.635	-4916.151	110.5153	0.6352859	1.328228	7.67218
5856	-4800.884	-4911.162	110.2781	0.6395617	1.176069	7.865302
5862	-4809.804	-4920.181	110.3773	0.7626185	1.331431	7.676488
5868	-4804.097	-4915.474	111.3774	0.803859	1.413638	7.083296
5874	-4805.399	-4917.021	111.6221	0.6861011	1.398567	7.021266
5880	-4802.087	-4913.114	111.0272	0.7108071	1.371064	7.339255
5886	-4800.672	-4912.105	111.4333	0.6924339	1.572304	7.050241
5892	-4798.423	-4908.675	110.2524	0.6427975	1.288274	7.82608
5898	-4796.63	-4907.415	110.7845	0.6211103	1.212442	7.587433
5904	-4796.795	-4907.643	110.8477	0.7050297	1.246926	7.492867
5910	-4800.949	-4911.73	110.7803	0.6938248	1.342505	7.492867
5916	-4811.027	-4923.36	112.3336	0.8251297	1.199133	6.650759
5922	-4801.644	-4913.152	111.5086	0.7398179	1.18883	7.146399
5928	-4803.312	-4915.531	112.2194	0.7172636	1.049712	6.844641
5934	-4801.074	-4911.835	110.7613	0.62515	1.325122	7.547322
5940	-4799.085	-4910.106	111.0203	0.7431892	1.325122	7.345202
5946	-4805.557	-4917.967	112.4096	0.9081881	1.220277	6.554813
5952	-4802.914	-4915.615	112.7006	0.7797136	1.28047	6.439269
5958	-4807.926	-4919.783	111.8575	0.777674	1.28047	6.896114
5964	-4809.278	-4920.944	111.6659	0.759196	1.253408	7.021468
5970	-4810.63	-4922.739	112.1095	0.8491285	1.240662	6.73958
5976	-4801.835	-4912.951	111.1157	0.6492583	1.100607	7.448652
5982	-4796.781	-4908.491	111.7097	0.7826606	1.204548	7.00772
5988	-4796.646	-4907.828	111.1818	0.7315493	1.204548	7.318959
5994	-4790.861	-4902.395	111.5346	0.7561915	1.146952	7.143623
6000	-4792.493	-4904.009	111.5161	0.6582221	1.28168	7.143623
6006	-4798.397	-4909.056	110.6589	0.7016731	1.28168	7.580178
6012	-4811.928	-4922.474	110.5458	0.6970907	1.238467	7.662588
6018	-4801.19	-4912.553	111.3631	0.7998069	1.302689	7.1405
6024	-4796.634	-4906.953	110.3191	0.6853378	1.327866	7.750471
6030	-4804.276	-4915.769	111.4936	0.8030318	1.446709	7.007653
6036	-4799.17	-4909.547	110.3765	0.6937648	1.123048	7.809301
6042	-4795.371	-4906.738	111.3677	0.7159757	1.480716	7.108556
6048	-4799.401	-4910.99	111.5885	0.6892638	1.236188	7.108556
6054	-4802.235	-4915.096	112.8618	0.7506584	1.177106	6.415604
6060	-4806.726	-4919.317	112.5906	0.6856064	1.200054	6.586777
6066	-4810.911	-4923.562	112.6504	0.7478573	1.184842	6.527968
6072	-4799.095	-4910.055	110.9608	0.7931904	1.337875	7.344792
6078	-4793.52	-4905.453	111.9335	0.7752376	1.402837	6.803585
6084	-4795.335	-4907.543	112.2081	0.6890348	1.225402	6.779838
6090	-4799.003	-4911.075	112.0722	0.6592566	1.19667	6.88261
6096	-4792.558	-4904.164	111.6053	0.7236614	1.150043	7.121588
6102	-4810.093	-4921.332	111.2391	0.6853867	1.258573	7.288238
6108	-4816.032	-4927.27	111.238	0.60993	1.223172	7.345464
6114	-4808.795	-4920.315	111.5202	0.7822635	1.270751	7.079641
6120	-4807.89	-4919.787	111.8962	0.6833007	1.448223	6.854605
6126	-4807.159	-4919.101	111.9416	0.725997	1.554231	6.76507
6132	-4806.524	-4917.736	111.2121	0.6737238	1.231209	7.321427
6138	-4810.033	-4922.17	112.1374	0.7865546	1.29112	6.735507
6144	-4798.173	-4909.466	111.2927	0.627157	1.303789	7.27058
6150	-4808.488	-4920.885	112.397	0.7613713	1.012238	6.744729
6156	-4803.649	-4915.781	112.1314	0.7759339	1.132299	6.818685
6162	-4808.854	-4921.263	112.4082	0.7974502	1.510962	6.49099
6168	-4806.769	-4919.287	112.5172	0.8562953	1.294202	6.49099
6174	-4812.019	-4922.894	110.8742	0.7373842	1.326759	7.425981
6180	-4811.392	-4922.667	111.2748	0.733404	1.447621	7.162438
6186	-4803.328	-4914.88	111.552	0.7602178	1.174812	7.118689
6192	-4816.863	-4926.549	109.6858	0.6632371	1.225756	8.145462
6198	-4812.649	-4924.161	111.5119	0.7942483	1.170816	7.123876
6204	-4815.463	-4927.253	111.7899	0.817187	1.322899	6.892518
6210	-4818.459	-4930.69	112.2314	0.681289	1.161567	6.801589
6216	-4809.573	-4921.491	111.9182	0.8631379	1.249801	6.831104
6222	-4810.746	-4922.535	111.7882	0.7017437	1.215861	7.003798
6228	-4805.732	-4914.683	108.9502	0.6704948	1.215861	8.537379
6234	-4804.196	-4912.774	108.578	0.6873143	1.378969	8.654903
6240	-4803.641	-4914.88	111.2392	0.8088573	1.330629	7.190015
6246	-4806.617	-4918.304	111.6872	0.8088573	1.184245	7.015327
6252	-4823.094	-4932.306	109.2117	0.610254	1.13806	8.467048
6258	-4808.109	-4918.753	110.6442	0.6968282	1.352282	7.559943
6264	-4808.698	-4919.71	111.0121	0.9242328	1.319566	7.254836
6270	-4807.072	-4920.052	112.9808	0.821284	1.423155	6.202899
6276	-4803.175	-4914.009	110.8343	0.7780852	1.466341	7.367439
6282	-4811.656	-4921.708	110.0518	0.8470118	1.244599	7.843668
6288	-4804.872	-4916.424	111.5523	0.7674159	1.400235	7.014335
6294	-4810.468	-4922.181	111.713	0.7674159	1.286827	6.976619
6300	-4810.645	-4922.591	111.9463	0.8304641	1.197904	6.857618
6306	-4808.705	-4920.424	111.7187	0.8094269	1.307342	6.941868
6312	-4808.005	-4918.49	110.4852	0.7531814	1.18309	7.690594
6318	-4821.831	-4932.867	111.0355	0.6683662	1.276641	7.39849
6324	-4808.718	-4920.074	111.3562	0.7830452	1.152609	7.222337
6330	-4804.38	-4915.739	111.3584	0.7019464	1.264118	7.212773
6336	-4813.312	-4923.788	110.4757	0.6964463	1.264118	7.688826
6342	-4809.669	-4922.203	112.5339	0.7872282	1.177963	6.573006
6348	-4810.56	-4921.552	110.9918	0.748127	1.288577	7.373877
6354	-4809.656	-4920.82	111.1639	0.7254582	1.230075	7.32007
6360	-4805.562	-4916.367	110.8047	0.7232796	1.320716	7.47341
6366	-4802.103	-4914.996	112.893	0.723335	1.174463	6.414752
6372	-4795.003	-4906.274	111.2713	0.6566494	1.174463	7.325331
6378	-4803.588	-4914.444	110.8558	0.6011058	1.316339	7.51337
6384	-4803.765	-4915.885	112.1193	0.7746921	1.474803	6.674032
6390	-4809.002	-4920.525	111.5221	0.7350639	1.418096	7.040638
6396	-4818.594	-4928.492	109.8981	0.6132539	1.627556	7.894673
6402	-4811.119	-4921.224	110.1047	0.7106784	1.410232	7.816813
6408	-4807.853	-4919.181	111.3272	0.7219631	1.408237	7.156574
6414	-4814.438	-4925.894	111.4561	0.7089052	1.24966	7.163038
6420	-4802.19	-4913.985	111.7954	0.7331303	1.24966	6.967442
6426	-4803.63	-4915.195	111.5645	0.8280448	1.366843	6.989168
6432	-4802.281	-4913.858	111.5769	0.8895482	1.257366	6.997377
6438	-4808.906	-4922.473	113.5674	0.8959356	1.151373	5.965206
6444	-4804.066	-4916.039	111.9726	0.7364344	1.268794	6.861481
6450	-4804.754	-4916.219	111.4656	0.680057	1.279624	7.159956
6456	-4812.889	-4925.037	112.1483	0.7671339	1.127678	6.81664
6462	-4812.386	-4924.081	111.6956	0.7506279	1.492455	6.908693
6468	-4816.638	-4926.911	110.2736	0.7407253	1.213572	7.796182
6474	-4816.798	-4927.982	111.1841	0.7946066	1.232604	7.270914
6480	-4810.173	-4922.13	111.9566	0.7615592	1.267917	6.856992
6486	-4805.613	-4917.731	112.1174	0.6682402	1.45525	6.740511
6492	-4801.215	-4911.823	110.6085	0.663705	1.188265	7.670087
6498	-4802.385	-4912.773	110.3882	0.6927457	1.421915	7.670087
6504	-4802.885	-4913.86	110.9757	0.7644645	1.199015	7.414456
6510	-4793.005	-4904.65	111.6446	0.7612386	1.282428	7.018747
6516	-4804.066	-4915.294	111.2288	0.8337913	1.324579	7.18482
6522	-4798.981	-4909.224	110.2436	0.6527887	1.26483	7.835873
6528	-4800.054	-4911.504	111.4497	0.7977634	1.26483	7.111848
6534	-4807.704	-4919.153	111.4496	0.7035583	1.194275	7.195033
6540	-4799.194	-4910.448	111.2543	0.8009878	1.152661	7.267364
6546	-4794.326	-4907.422	113.0955	0.8009878	1.269998	6.218036
6552	-4800.276	-4912.501	112.2244	0.8322066	1.344957	6.640239
6558	-4804.166	-4914.575	110.4084	0.6985746	1.440056	7.648756
6564	-4786.917	-4897.975	111.0576	0.6626108	1.440056	7.320192
6570	-4790.598	-4901.06	110.462	0.7663571	1.270105	7.656098
6576	-4808.977	-4921.701	112.724	0.6292056	1.262695	6.516142
6582	-4814.234	-4926.771	112.5371	0.6292056	1.501316	6.516142
6588	-4797.262	-4908.492	111.2298	0.674319	1.42577	7.227277
6594	-4804.998	-4916.432	111.4338	0.6522058	1.118985	7.267304
6600	-4798.995	-4910.132	111.1371	0.6899905	1.429002	7.267304
6606	-4798.223	-4909.976	111.7532	0.628245	1.490775	6.944273
6612	-4802.954	-4914.799	111.8443	0.6802794	1.607001	6.822199
6618	-4808.167	-4920.979	112.8112	0.8555129	1.446965	6.266629
6624	-4805.528	-4917.675	112.1472	0.7560485	1.104926	6.834505
6630	-4802.887	-4914.32	111.4337	0.6636792	1.330286	7.163643
6636	-4796.964	-4908.228	111.264	0.7418921	1.083575	7.328011
6642	-4800.856	-4911.989	111.1332	0.7767095	1.272502	7.289808
6648	-4812.762	-4923.646	110.8835	0.7423384	1.409552	7.383328
6654	-4811.21	-4922.508	111.2978	0.6395513	1.272304	7.275137
6660	-4799.524	-4910.847	111.3229	0.7270227	1.405213	7.157426
6666	-4793.111	-4903.71	110.5988	0.7393484	1.229633	7.615634
6672	-4790.429	-4902.742	112.3136	0.7199187	1.229633	6.704223
6678	-4793.544	-4905.126	111.5817	0.8571285	1.239965	7.020171
6684	-4790.038	-4900.54	110.5018	0.6949111	1.345494	7.640124
6690	-4799.333	-4909.14	109.8063	0.7921811	1.239545	8.006246
6696	-4795.338	-4906.143	110.8047	0.7451661	0.9966355	7.617601
6702	-4808.379	-4920.225	111.8453	0.8535545	1.27032	6.866301
6708	-4798.114	-4910.346	112.2311	0.8344172	1.375059	6.622536
6714	-4791.677	-4903.771	112.0941	0.8432178	1.344687	6.704846
6720	-4788.537	-4900.731	112.1941	0.6980325	1.344687	6.729228
6726	-4792.16	-4904.095	111.9346	0.7599728	1.344687	6.835898
6732	-4791.488	-4901.966	110.478	0.7851438	1.344687	7.604885
6738	-4793.391	-4905.926	112.5349	0.7307435	1.270834	6.559894
6744	-4789.561	-4901.195	111.6334	0.7112181	1.4148	6.994912
6750	-4802.381	-4914.35	111.9685	0.7830893	1.262554	6.841356
6756	-4806.656	-4917.716	111.0593	0.6694076	1.21385	7.413713
6762	-4803.841	-4915.123	111.2821	0.8419921	1.514987	7.073238
6768	-4810.23	-4919.214	108.9838	0.701412	1.300059	8.465538
6774	-4805.823	-4916.616	110.793	0.7363079	1.498509	7.399211
6780	-4793.341	-4905.192	111.8507	0.7001082	1.511134	6.844884
6786	-4794.557	-4906.391	111.8343	0.7213305	1.448	6.867553
6792	-4792.804	-4903.253	110.4486	0.7217258	1.303605	7.672324
6798	-4797.776	-4908.293	110.5169	0.7407523	1.200167	7.672324
6804	-4802.17	-4912.486	110.3163	0.8097118	1.447328	7.635614
6810	-4806.705	-4918.926	112.221	0.9862901	1.347979	6.557385
6816	-4795.788	-4906.162	110.3739	0.7760328	1.176369	7.741058
6822	-4802.987	-4915.983	112.9962	0.849802	1.042265	6.356557
6828	-4803.526	-4914.512	110.9853	0.8224411	1.370936	7.30188
6834	-4801.768	-4910.862	109.094	0.769917	1.473484	8.298521
6840	-4794.246	-4903.928	109.6813	0.7350499	1.294851	8.078708
6846	-4795.133	-4905.468	110.3358	0.7239338	1.433684	7.676612
6852	-4791.157	-4902.116	110.9589	0.7752575	1.419609	7.321069
6858	-4790.454	-4901.747	111.293	0.7668665	1.223795	7.231364
6864	-4800.011	-4910.348	110.3376	0.7420308	1.203591	7.765903
6870	-4804.451	-4913.648	109.1973	0.5865026	1.3281	8.400987
6876	-4802.538	-4912.775	110.2373	0.719954	1.261228	7.804975
6882	-4795.637	-4905.833	110.1966	0.6870064	1.109882	7.915439
6888	-4801.695	-4912.602	110.907	0.739921	1.341586	7.400644
6894	-4795.156	-4906.21	111.0532	0.6932536	1.341586	7.347259
6900	-4798.196	-4909.96	111.7642	0.8994283	1.258149	6.890809
6906	-4800.807	-4911.757	110.9505	0.7242131	1.258149	7.422426
6912	-4791.545	-4902.608	111.0631	0.7475371	1.39093	7.291881
6918	-4801.504	-4912.135	110.6307	0.7629001	1.299576	7.554588
6924	-4796.785	-4909.121	112.3355	0.7590212	1.294689	6.641731
6930	-4802.301	-4912.767	110.4667	0.8694795	1.499628	7.50225
6936	-4800.807	-4911.012	110.2048	0.7717802	1.258913	7.795689
6942	-4804.619	-4915.036	110.4174	0.6952663	1.256523	7.724035
6948	-4803.657	-4913.895	110.2377	0.6744972	1.139768	7.885544
6954	-4798.816	-4908.359	109.5429	0.7482703	1.192245	8.191785
6960	-4796.838	-4906.558	109.7198	0.6677325	1.321535	8.082455
6966	-4810.488	-4919.927	109.4385	0.7440386	1.313894	8.194977
6972	-4806.962	-4917.335	110.3724	0.7754896	1.226494	7.718831
6978	-4802.8	-4912.467	109.6671	0.7685855	1.200532	8.110949
6984	-4796.583	-4906.844	110.2612	0.7069345	1.218848	7.818431
6990	-4806.007	-4916.497	110.4905	0.8528793	1.324865	7.570469
6996	-4799.184	-4910.261	111.0765	0.7640264	1.395374	7.273988
7002	-4797.111	-4909.15	112.0389	0.8178174	1.121776	6.851195
7008	-4806.905	-4918.234	111.3287	0.6499566	1.295037	7.242877
7014	-4799.344	-4910.708	111.364	0.7497443	1.052238	7.286146
7020	-4793.802	-4904.957	111.1551	0.7126152	1.347447	7.279662
7026	-4804.476	-4915.372	110.8952	0.7304281	1.203675	7.473654
7032	-4798.668	-4908.523	109.8557	0.7858647	1.3087	7.952537
7038	-4797.835	-4908.419	110.5838	0.8438097	1.307797	7.532765
7044	-4804.019	-4914.997	110.9778	0.7663245	1.356361	7.342197
7050	-4818.267	-4929.469	111.2027	0.7548437	1.307205	7.248831
7056	-4808.581	-4919.608	111.0276	0.815471	1.266105	7.32852
