Iteration	Posterior	Likelihood	Prior	rate_log_sd	rate_loss	tree_length
9846	-4809.298	-4921.069	111.7707	0.8304789	1.279672	6.914767
9852	-4803.16	-4915.152	111.9919	0.6887307	1.186596	6.914767
9858	-4805.299	-4917.398	112.0992	0.7359636	1.417534	6.729236
9864	-4814.003	-4926.714	112.7107	0.8553525	1.133907	6.46171
9870	-4803.482	-4915.333	111.8503	0.8777266	1.396807	6.795698
9876	-4816.054	-4928.444	112.3908	0.7445146	1.226934	6.650466
9882	-4802.685	-4913.843	111.1585	0.6994595	1.36522	7.277323
9888	-4807.562	-4919.736	112.1748	0.6830858	1.161763	6.831057
9894	-4813.86	-4926.769	112.9092	0.804838	1.161763	6.367886
9900	-4813.398	-4925.584	112.1858	0.7434713	1.220212	6.764866
9906	-4818.174	-4930.226	112.0516	0.8183884	1.21232	6.80056
9912	-4809.028	-4920.194	111.1654	0.6344389	1.170743	7.395787
9918	-4803.06	-4913.936	110.8758	0.7606763	1.167055	7.485111
9924	-4804.742	-4916.333	111.591	0.7490625	1.319648	7.037762
9930	-4803.622	-4915.815	112.1926	0.7490625	1.14316	6.794868
9936	-4803.025	-4914.495	111.4695	0.6635221	1.23761	7.185722
9942	-4807.175	-4918.596	111.4207	0.7083154	1.242311	7.185722
9948	-4806.658	-4918.742	112.0847	0.6622595	1.400099	6.784115
9954	-4803.408	-4914.635	111.2273	0.7607391	1.322207	7.225927
9960	-4799.357	-4911.742	112.385	0.67319	1.185873	6.711379
9966	-4797.711	-4908.088	110.3772	0.7599948	1.348497	7.67064
9972	-4802.827	-4914.54	111.7137	0.7575241	1.355162	6.951775
9978	-4804.608	-4916.562	111.9539	0.7996442	1.200857	6.868746
9984	-4807.395	-4919.301	111.9068	0.7326907	1.549413	6.782092
9990	-4809.926	-4921.431	111.5057	0.7329521	1.486614	7.022813
9996	-4807.789	-4920.233	112.4433	0.7828516	1.431071	6.512132
10002	-4808.57	-4917.561	108.991	0.649504	1.261675	8.50619
10008	-4813.249	-4923.045	109.7955	0.6375479	1.142163	8.139959
10014	-4806.949	-4917.857	110.9085	0.7371038	1.138828	7.493804
10020	-4810.318	-4921.107	110.7883	0.7563475	1.254355	7.493804
10026	-4808.211	-4919.768	111.5565	0.7219677	1.254355	7.099899
10032	-4804.373	-4915.804	111.4308	0.7111972	1.424633	7.099899
10038	-4801.56	-4913.78	112.2207	0.7900304	1.307502	6.681385
10044	-4797.252	-4908.812	111.5602	0.7552029	1.185799	7.11177
10050	-4805.634	-4917.749	112.1152	0.6907359	1.517358	6.70473
10056	-4803.182	-4915.087	111.9049	0.6815926	1.414096	6.864861
10062	-4800.289	-4913.009	112.7197	0.75901	1.414849	6.381954
10068	-4802.693	-4915.632	112.9395	0.75901	1.247691	6.335771
10074	-4807.519	-4919.213	111.6932	0.8316758	1.251111	6.968748
10080	-4803.455	-4914.069	110.6145	0.7120764	1.343766	7.571317
10086	-4800.612	-4911.396	110.7835	0.6871683	1.172526	7.571317
10092	-4810.579	-4921.06	110.4816	0.8580882	1.350698	7.561355
10098	-4805.393	-4917.215	111.8221	0.7838173	1.19712	6.950061
10104	-4802.599	-4913.69	111.0906	0.8276456	1.22172	7.308408
10110	-4807.651	-4918.121	110.4695	0.6853011	1.228836	7.714041
10116	-4807.147	-4918.403	111.2556	0.7089997	1.089174	7.34733
10122	-4805.431	-4917.965	112.5344	0.7458859	1.148456	6.609314
10128	-4804.425	-4915.889	111.4641	0.7228997	1.300378	7.128524
10134	-4804.96	-4916.945	111.9847	0.7299346	1.444842	6.783064
10140	-4807.379	-4919.518	112.1393	0.7976412	1.17846	6.78037
10146	-4811.516	-4922.329	110.8121	0.7091061	1.36917	7.456286
10152	-4815.082	-4927.809	112.7267	0.8656499	1.483202	6.292283
10158	-4804.267	-4915.491	111.2237	0.8450104	1.476251	7.118366
10164	-4808.271	-4919.728	111.4575	0.7257346	1.265115	7.146251
10170	-4813.605	-4924.698	111.0926	0.7521665	1.56993	7.202231
10176	-4803.393	-4915.089	111.6963	0.7358678	1.20819	7.038471
10182	-4803.328	-4914.151	110.8229	0.6535161	1.289491	7.514701
10188	-4809.886	-4920.229	110.3428	0.7733379	1.185856	7.75464
10194	-4808.579	-4920.618	112.0393	0.7272411	1.448534	6.753529
10200	-4809.994	-4923.494	113.5002	0.8054002	1.272269	5.994232
10206	-4808.703	-4920.377	111.6737	0.7467026	1.172335	7.06172
10212	-4811.782	-4922.969	111.1862	0.7221501	1.50619	7.192736
10218	-4799.559	-4911.148	111.5893	0.7211241	1.232385	7.092774
10224	-4798.727	-4911.308	112.5809	0.8114972	1.443984	6.416758
10230	-4798.494	-4910.475	111.9815	0.7654166	1.294198	6.829711
10236	-4804.441	-4913.915	109.4737	0.7003822	1.114568	8.291214
10242	-4804.897	-4916.303	111.4061	0.7549865	1.210864	7.183001
10248	-4796.691	-4908.883	112.192	0.7818121	1.33784	6.68806
10254	-4799.704	-4909.93	110.226	0.7818121	1.106956	7.850581
10260	-4806.24	-4917.981	111.7413	0.71385	1.206926	7.026692
10266	-4810.51	-4921.697	111.1861	0.7756105	1.365376	7.221547
10272	-4813.182	-4923.874	110.6919	0.7971605	1.402432	7.459575
10278	-4810.315	-4920.446	110.1311	0.7391538	1.165013	7.895854
10284	-4804.799	-4916.281	111.4819	0.7653546	1.42671	7.042415
10290	-4812.338	-4925.018	112.6803	0.8465708	1.061879	6.519343
10296	-4812.031	-4924.861	112.8304	0.9222657	1.091877	6.381582
10302	-4805.972	-4917.992	112.0191	0.7552158	1.091877	6.910584
10308	-4807.822	-4918.182	110.3599	0.709453	1.318284	7.719924
10314	-4816.854	-4928.041	111.1872	0.7162438	1.291793	7.284703
10320	-4815.863	-4928.499	112.6356	0.7775514	1.328136	6.454542
10326	-4808.617	-4920.591	111.9741	0.6850006	1.323221	6.864335
10332	-4802.694	-4912.62	109.926	0.7431205	1.293463	7.944507
10338	-4803.256	-4914.905	111.6495	0.7026641	1.293463	7.042741
10344	-4792.918	-4904.857	111.9382	0.7519689	1.194203	6.906042
10350	-4799.451	-4909.9	110.4487	0.7738828	1.427945	7.591814
10356	-4801.077	-4911.748	110.6704	0.7019728	1.241677	7.591814
10362	-4807.209	-4917.92	110.7101	0.8138222	1.39488	7.444049
10368	-4800.422	-4909.925	109.5032	0.7646368	1.284047	8.162558
10374	-4801.573	-4912.095	110.5225	0.7537872	1.466558	7.547464
10380	-4807.519	-4918.295	110.7753	0.9489424	1.385772	7.340433
10386	-4805.346	-4916.4	111.0537	0.9077878	1.369513	7.219925
10392	-4799.893	-4911.204	111.3114	0.7296649	1.150072	7.27627
10398	-4806.531	-4917.844	111.3125	0.7230487	1.242316	7.235966
10404	-4809.261	-4919.954	110.6928	0.683683	1.490682	7.484191
10410	-4807.246	-4918.187	110.9404	0.8431489	1.324556	7.334672
10416	-4810.157	-4920.985	110.828	0.7856866	1.43184	7.380696
10422	-4814.453	-4925.431	110.9783	0.7032908	1.344734	7.380696
10428	-4805.929	-4916.792	110.8623	0.7026194	1.278095	7.472337
10434	-4813.092	-4923.25	110.1578	0.796952	1.266158	7.804103
10440	-4812.908	-4921.954	109.0461	0.7302084	1.430373	8.362376
10446	-4807.161	-4918.437	111.2756	0.8412252	1.371132	7.135721
10452	-4806.757	-4917.388	110.6313	0.8480805	1.481819	7.432599
10458	-4802.519	-4911.768	109.2491	0.7432449	1.300442	8.30204
10464	-4810.394	-4923.253	112.8589	0.7288617	1.215429	6.410838
10470	-4813.926	-4923.582	109.6558	0.6950924	1.171535	8.169653
10476	-4808.316	-4917.759	109.4426	0.6950924	1.176348	8.280919
10482	-4806.115	-4917.141	111.0262	0.6694634	1.377669	7.359156
10488	-4810.221	-4921.531	111.3095	0.7436229	1.235718	7.229557
10494	-4807.806	-4920.264	112.4585	0.8662338	1.235718	6.543885
10500	-4812.633	-4923.585	110.9519	0.7052426	1.490546	7.333768
10506	-4805.832	-4916.502	110.6707	0.7205188	1.320879	7.546572
10512	-4807.415	-4918.803	111.3878	0.7361207	1.238881	7.19006
10518	-4805.065	-4916.04	110.9745	0.7818405	1.329906	7.346967
10524	-4805.834	-4917.245	111.4109	0.6596587	1.213722	7.230299
10530	-4813.459	-4925.196	111.7368	0.7596233	1.315643	6.955307
10536	-4809.659	-4920.533	110.8735	0.7596233	1.330829	7.412668
10542	-4813.93	-4924.737	110.8072	0.8354657	1.463812	7.352199
10548	-4816.714	-4929.387	112.6729	0.7876088	1.099484	6.536065
10554	-4808.808	-4919.961	111.1526	0.730666	1.261269	7.309161
10560	-4804.138	-4915.361	111.2227	0.6840786	1.111285	7.367324
10566	-4809.236	-4920.041	110.8049	0.7877438	1.49323	7.367324
10572	-4814.521	-4926.448	111.9275	0.8222211	1.509001	6.738381
10578	-4807.072	-4919.26	112.1875	0.7836449	1.228585	6.738381
10584	-4804.782	-4917	112.2182	0.8037973	1.405082	6.633444
10590	-4811.451	-4923.824	112.3736	0.7390229	1.159421	6.694629
10596	-4810.541	-4922.224	111.6836	0.780833	1.198625	7.025528
10602	-4805.885	-4917.502	111.6172	0.7184685	1.353442	7.025528
10608	-4807.674	-4917.906	110.2323	0.65992	1.170418	7.881535
10614	-4805.806	-4917.461	111.6547	0.7581503	1.37622	6.974287
10620	-4802.587	-4913.835	111.2477	0.7058777	1.143907	7.32621
10626	-4808.68	-4919.775	111.094	0.7004065	1.449116	7.276677
10632	-4797.559	-4908.868	111.309	0.687136	1.313543	7.225344
10638	-4804.321	-4915.524	111.2028	0.7809444	1.328813	7.225344
10644	-4799.108	-4909.991	110.8827	0.8054117	1.349208	7.375278
10650	-4800.201	-4911.15	110.9494	0.7473557	1.3384	7.375278
10656	-4807.595	-4919.208	111.613	0.7125827	1.320965	7.044982
10662	-4803.575	-4915.126	111.551	0.8118382	1.275577	7.044982
10668	-4795.85	-4908.418	112.5677	0.7489278	1.362128	6.492128
10674	-4806.605	-4917.255	110.65	0.7638735	1.521203	7.452228
10680	-4811.722	-4922.276	110.5541	0.8239219	1.392033	7.523389
10686	-4805.405	-4915.802	110.3963	0.7507684	1.249028	7.70903
10692	-4809.475	-4921.081	111.606	0.7326575	1.306509	7.044257
10698	-4817.167	-4928.158	110.991	0.6590378	1.306509	7.414174
10704	-4816.372	-4926.828	110.4562	0.7140951	1.154729	7.740511
10710	-4827.542	-4937.529	109.9866	0.7341354	1.273146	7.925951
10716	-4814.907	-4924.682	109.7744	0.7193991	1.129057	8.113929
10722	-4804.897	-4915.274	110.3764	0.7539538	1.331581	7.681559
10728	-4805.195	-4915.827	110.6318	0.6858372	1.300543	7.594824
10734	-4803.137	-4913.908	110.7703	0.729498	1.300543	7.497299
10740	-4805.539	-4915.893	110.3542	0.7048952	1.283537	7.74061
10746	-4803.406	-4913.825	110.4199	0.7544903	1.149906	7.74061
10752	-4797.201	-4908.419	111.2177	0.7232034	1.26316	7.277342
10758	-4801.982	-4912.609	110.6275	0.6777219	1.26316	7.618084
10764	-4799.017	-4910.881	111.8641	0.7166375	1.325509	6.905562
10770	-4804.135	-4915.407	111.2722	0.7754093	1.278707	7.21305
10776	-4815.171	-4925.733	110.5621	0.7272164	1.191718	7.659326
10782	-4812.62	-4926.024	113.4046	0.8199328	1.262122	6.043055
10788	-4803.684	-4915.328	111.6444	0.7631407	1.276633	7.020439
10794	-4799.999	-4912.073	112.0745	0.7741669	1.486307	6.693942
10800	-4795.078	-4906.081	111.0025	0.7409882	1.40699	7.32126
10806	-4797.984	-4909.056	111.0722	0.8008522	1.24664	7.32126
10812	-4814.255	-4926.851	112.5956	0.803307	1.24546	6.499283
10818	-4806.002	-4916.898	110.8964	0.6903985	1.087172	7.550833
10824	-4815.895	-4926.514	110.6184	0.7932054	1.336279	7.529021
10830	-4810.945	-4920.981	110.0356	0.7932054	1.358666	7.831152
10836	-4819.214	-4929.154	109.9392	0.8695353	1.106516	7.957039
10842	-4820.109	-4930.586	110.4769	0.805937	1.000375	7.758399
10848	-4815.914	-4925.813	109.8995	0.7159054	1.290438	7.974493
10854	-4820.719	-4931.903	111.1836	0.7254478	1.362051	7.251253
10860	-4812.023	-4923.11	111.0868	0.8411213	1.309886	7.263575
10866	-4823.833	-4933.632	109.7998	0.8135642	1.309886	7.967111
10872	-4812.122	-4922.023	109.9012	0.7106495	1.311678	7.967111
10878	-4800.941	-4912.79	111.8485	0.9496374	1.500144	6.715749
10884	-4801.076	-4911.08	110.0041	0.7070828	1.34783	7.898578
10890	-4806	-4918.435	112.4343	0.8144863	1.378169	6.522002
10896	-4808.18	-4919.516	111.336	0.9184668	1.389177	7.054093
10902	-4817.526	-4929.549	112.0235	0.8498518	1.320354	6.749974
10908	-4806.219	-4918.307	112.0875	0.7701471	1.320354	6.758415
10914	-4810.512	-4922.915	112.403	0.8560213	1.194877	6.598553
10920	-4812.558	-4923.835	111.2762	0.8629878	1.377193	7.121161
10926	-4810.596	-4920.515	109.919	0.6802693	1.274166	7.990282
10932	-4811.47	-4921.971	110.5012	0.6784959	1.645159	7.530861
10938	-4818.704	-4931.776	113.0715	0.7972132	1.283485	6.227053
10944	-4808.717	-4919.732	111.0143	0.7416148	1.379909	7.325884
10950	-4810.043	-4921.983	111.9397	0.6728933	1.388288	6.861554
10956	-4803.276	-4915.489	112.2126	0.7424892	1.348988	6.693385
10962	-4808.98	-4921.014	112.0334	0.7906793	1.29191	6.789091
10968	-4808.974	-4919.622	110.6481	0.8802408	1.171277	7.541049
10974	-4810.949	-4922.137	111.1874	0.6718683	1.171277	7.363666
10980	-4807.838	-4919.473	111.6347	0.6852045	1.197601	7.103796
10986	-4807.024	-4918.977	111.9527	0.778612	1.648271	6.69521
10992	-4812.55	-4925.191	112.6413	0.7436105	1.27119	6.495123
10998	-4807.345	-4918.975	111.6303	0.8142607	1.27119	7.002929
11004	-4805.871	-4916.807	110.9359	0.7709343	1.337057	7.370449
11010	-4807.133	-4917.071	109.9381	0.6572798	1.331765	7.967207
11016	-4811.135	-4923.171	112.0357	0.8528366	1.522392	6.658097
11022	-4800.129	-4912.552	112.4231	0.8161072	1.164651	6.623677
11028	-4797.531	-4908.83	111.2994	0.7952594	1.259268	7.196502
11034	-4814.405	-4925.222	110.8176	0.7424764	1.191573	7.514475
11040	-4808.307	-4919.563	111.2562	0.8007243	1.353927	7.175258
11046	-4804.886	-4916.014	111.1276	0.7160642	1.380985	7.278353
11052	-4813.359	-4924.983	111.624	0.7647904	1.298981	7.02057
11058	-4808.925	-4920.664	111.7381	0.8026388	1.337774	6.921818
11064	-4811.016	-4922.607	111.5914	0.7342988	1.419257	7.003227
11070	-4821.442	-4933.4	111.958	0.8403673	1.351594	6.776889
11076	-4819.283	-4930.754	111.4715	0.7550548	1.403612	7.06309
11082	-4808.944	-4921.732	112.7872	0.6974451	1.05334	6.546609
11088	-4802.031	-4913.555	111.5238	0.7977241	1.32278	7.046373
11094	-4812.113	-4922.829	110.7159	0.635877	1.501915	7.493004
11100	-4807.646	-4918.516	110.8694	0.6296744	1.311219	7.493004
11106	-4800.492	-4912.506	112.0141	0.7615639	1.311219	6.806662
11112	-4799.196	-4908.712	109.5158	0.7412761	1.311219	8.156452
11118	-4808.421	-4919.011	110.5898	0.6436289	1.413091	7.592107
11124	-4806.622	-4917.442	110.8198	0.7637933	1.413091	7.404496
11130	-4821.199	-4931.994	110.7953	0.73004	1.245607	7.508126
11136	-4808.941	-4920.147	111.2068	0.7804748	1.415455	7.186863
11142	-4805.098	-4915.79	110.6919	0.8433153	1.429486	7.423735
11148	-4795.05	-4907.019	111.9691	0.8253862	1.249533	6.824137
11154	-4806.458	-4917.613	111.1558	0.7822861	1.320341	7.253575
11160	-4806.194	-4917.331	111.1362	0.6349594	1.081175	7.455095
11166	-4807.313	-4919.485	112.172	0.7310162	1.244143	6.768031
11172	-4809.291	-4920.184	110.8924	0.7857911	1.230018	7.433319
11178	-4816.926	-4926.524	109.598	0.6558668	1.255012	8.182948
11184	-4802.429	-4913.16	110.7305	0.7935787	1.255012	7.504536
11190	-4818.821	-4931.771	112.9499	0.7846465	1.374648	6.260029
11196	-4795.935	-4907.201	111.266	0.8162494	1.283963	7.19214
11202	-4807.138	-4918.891	111.753	0.7005537	1.123298	7.067625
11208	-4808.835	-4920.58	111.7449	0.8556049	1.164419	6.968519
11214	-4806.982	-4917.636	110.6535	0.7205566	1.164419	7.62691
11220	-4803.413	-4914.386	110.9729	0.6812223	1.394539	7.374377
11226	-4798.027	-4909.321	111.2949	0.7053275	1.153423	7.296599
11232	-4808.605	-4918.949	110.3441	0.6862804	1.337013	7.732684
11238	-4808.619	-4919.751	111.132	0.6971607	1.337013	7.30484
11244	-4813.153	-4926.062	112.9088	0.8044694	1.333732	6.28924
11250	-4818.498	-4928.941	110.443	0.7027442	1.230377	7.718217
11256	-4814.472	-4925.487	111.0149	0.6925093	1.274759	7.397445
11262	-4807.049	-4919.436	112.3865	0.7204059	1.233607	6.662706
11268	-4805.609	-4916.773	111.1642	0.6505966	1.059254	7.442869
11274	-4811.144	-4922.442	111.2987	0.7227541	1.066922	7.328101
11280	-4803.045	-4914.947	111.9027	0.7689819	1.374072	6.835695
11286	-4804.031	-4916.282	112.2508	0.7689819	1.390491	6.640744
11292	-4803.1	-4914.189	111.0882	0.7754787	1.176664	7.35876
11298	-4801.267	-4914.456	113.1896	0.7630358	1.286826	6.179876
11304	-4817.645	-4931.007	113.3615	0.7165518	1.036323	6.233662
11310	-4803.36	-4915.973	112.6138	0.885017	1.261635	6.437713
11316	-4807.705	-4919.249	111.5439	0.8502478	1.566428	6.907905
11322	-4802.718	-4914.867	112.1485	0.8268078	1.259955	6.72177
11328	-4801.884	-4913.58	111.6964	0.7643736	1.476979	6.907036
11334	-4803.099	-4914.648	111.5489	0.6735425	1.314568	7.103239
11340	-4800.931	-4911.286	110.3546	0.7290215	1.223343	7.754644
11346	-4804.259	-4915.827	111.5684	0.7644902	1.433761	6.993397
11352	-4820.19	-4930.125	109.9345	0.8026469	1.333876	7.890674
11358	-4816.374	-4926.789	110.4154	0.7640329	1.332918	7.654734
11364	-4813.976	-4923.661	109.6857	0.6912069	1.543682	7.997928
11370	-4815.005	-4924.897	109.8921	0.6357066	1.344293	7.997928
11376	-4817.732	-4928.729	110.9972	0.6800784	1.198427	7.448441
11382	-4802.73	-4914.787	112.0562	0.7561409	1.382806	6.756039
11388	-4804.447	-4918.26	113.8131	0.9121808	1.410828	5.70409
11394	-4814.429	-4928.351	113.922	0.9027701	1.286097	5.70409
11400	-4811.211	-4920.141	108.9299	0.6895002	1.520868	8.409999
11406	-4806.832	-4917.708	110.8754	0.6892254	1.306235	7.460057
11412	-4802.75	-4914.322	111.5725	0.6536223	1.412507	7.059657
11418	-4802.987	-4914.249	111.2625	0.7973784	1.327905	7.18486
11424	-4806.027	-4916.92	110.8926	0.7534755	1.03765	7.544453
11430	-4792.964	-4903.557	110.5927	0.7648276	1.368075	7.544453
11436	-4797.075	-4908.125	111.0497	0.663315	1.161544	7.446754
11442	-4798.689	-4909.648	110.9587	0.6418588	1.360074	7.417612
11448	-4795.53	-4906.488	110.9576	0.7087351	1.27888	7.417612
11454	-4796.61	-4907.614	111.0035	0.662816	1.27888	7.417612
11460	-4799.805	-4911.686	111.8813	0.7345387	1.521436	6.805775
11466	-4797.498	-4909.851	112.3539	0.79518	1.203397	6.654009
11472	-4801.868	-4913.499	111.6311	0.7839962	1.425471	6.952527
11478	-4806.101	-4916.187	110.086	0.6648787	1.615845	7.771074
11484	-4803.219	-4915.16	111.9412	0.6221612	1.246241	6.950247
11490	-4796.389	-4908.039	111.6501	0.7663843	1.261653	7.022344
11496	-4797.171	-4907.795	110.6243	0.6485057	1.346869	7.598783
11502	-4795.628	-4907.466	111.8378	0.7374045	1.152261	6.988029
11508	-4793.695	-4904.859	111.1643	0.7374045	1.269498	7.295553
11514	-4790.416	-4901.994	111.5783	0.6715099	1.312756	7.089326
11520	-4801.314	-4915.107	113.7929	0.8753554	1.291581	5.787295
11526	-4795.522	-4907.025	111.5023	0.856617	1.162128	7.099637
11532	-4803.841	-4914.118	110.2765	0.6471309	1.401153	7.762723
11538	-4797.013	-4908.191	111.1782	0.697369	1.163192	7.358798
11544	-4799.325	-4910.588	111.2628	0.8188483	1.171085	7.244392
11550	-4812.104	-4924.4	112.2959	0.7376427	1.285387	6.678873
11556	-4802.828	-4914.025	111.1972	0.763639	1.428233	7.195799
11562	-4804.22	-4915.542	111.322	0.7712083	1.409061	7.13253
11568	-4800.364	-4912.131	111.7672	0.8120737	1.124273	6.999492
11574	-4806.091	-4917.758	111.6671	0.7737106	1.342857	6.973466
11580	-4809.645	-4921.342	111.6974	0.7445643	1.342857	6.972834
11586	-4806.84	-4918.934	112.0935	0.7600726	1.208317	6.811268
11592	-4806.446	-4917.525	111.079	0.6248221	1.254967	7.408253
11598	-4806.486	-4917.078	110.5918	0.639896	1.209344	7.681947
11604	-4809.076	-4921.134	112.0584	0.745898	1.340633	6.778433
11610	-4804.508	-4915.99	111.4815	0.6335557	1.46265	7.098923
11616	-4812.611	-4924.393	111.7824	0.8531577	1.335906	6.871486
11622	-4800.096	-4911.954	111.8586	0.8097087	1.335906	6.853828
11628	-4795.842	-4906.672	110.8301	0.7402611	1.425864	7.406391
11634	-4799.037	-4909.317	110.2798	0.7450363	1.30873	7.74789
11640	-4799.338	-4911.128	111.7902	0.82424	1.350844	6.876473
11646	-4810.302	-4921.993	111.6916	0.7769628	1.146972	7.047987
11652	-4817.686	-4929.108	111.4214	0.7840119	1.272713	7.130946
11658	-4815.05	-4926.591	111.5412	0.7754635	1.26288	7.075498
11664	-4804.628	-4917.05	112.4218	0.8599093	1.241465	6.564544
11670	-4812.523	-4925.013	112.4903	0.7406744	1.30236	6.564544
11676	-4809.631	-4920.467	110.8357	0.7812059	1.184897	7.487124
11682	-4815.939	-4928.222	112.283	0.7518846	1.184897	6.724419
11688	-4810.942	-4921.641	110.6989	0.7518846	1.216014	7.561624
11694	-4806.38	-4917.997	111.6164	0.8011108	1.358179	6.97943
11700	-4811.456	-4922.139	110.6827	0.7286851	1.189276	7.595165
11706	-4821.205	-4932.779	111.5739	0.7957118	1.280486	7.03912
11712	-4821.73	-4933.441	111.7117	0.6894604	1.047714	7.134071
11718	-4803.121	-4914.691	111.5694	0.7198675	1.128285	7.15353
11724	-4804.074	-4916.538	112.4642	0.7615374	1.352837	6.545345
11730	-4804.975	-4918.183	113.2081	0.7878987	1.143085	6.223839
11736	-4804.944	-4918.246	113.3023	0.8115439	1.4541	6.020355
11742	-4796.685	-4907.849	111.164	0.7034217	1.422197	7.248447
11748	-4808.928	-4919.181	110.2531	0.6630938	1.451421	7.746172
11754	-4811.039	-4922.04	111.0007	0.6134871	1.359462	7.410566
11760	-4805.716	-4915.996	110.2797	0.7570435	1.305329	7.743001
11766	-4803.959	-4915.178	111.219	0.7010773	1.417035	7.22232
11772	-4805.945	-4916.028	110.0826	0.7652309	1.412712	7.798455
11778	-4799.53	-4910.784	111.254	0.7821401	1.423767	7.157189
11784	-4811.456	-4923.045	111.5882	0.6558561	1.255053	7.118107
11790	-4808.94	-4921.194	112.254	0.8232911	1.304368	6.646787
11796	-4814.51	-4926.774	112.2637	0.7004106	1.2448	6.73471
11802	-4805.496	-4915.576	110.0805	0.7141467	1.2448	7.899205
11808	-4810.458	-4921.634	111.1757	0.7783935	1.270696	7.266874
11814	-4809.828	-4921.481	111.6523	0.7636241	1.328699	6.99296
11820	-4808.537	-4919.711	111.1748	0.6626728	1.024832	7.448599
11826	-4807.96	-4918.657	110.6978	0.6582188	1.343918	7.55549
11832	-4811.827	-4922.531	110.7032	0.6461485	1.352283	7.55549
11838	-4807.83	-4919.601	111.7714	0.6914532	1.352283	6.957536
11844	-4804.367	-4916.157	111.7903	0.8926295	1.213097	6.901098
11850	-4803.816	-4915.957	112.1405	0.797118	1.221346	6.759864
11856	-4809.83	-4919.698	109.8681	0.7808173	1.217409	7.989453
11862	-4811.799	-4923.233	111.4343	0.7582313	1.264157	7.141695
11868	-4823.186	-4934.924	111.7385	0.9181546	1.499049	6.792571
11874	-4801.457	-4911.197	109.7393	0.7708419	1.41224	7.978943
11880	-4806.652	-4918.434	111.7818	0.7199602	1.432973	6.902769
11886	-4805.888	-4917.71	111.8215	0.8153802	1.519396	6.795196
11892	-4806.1	-4916.678	110.578	0.7716853	1.192438	7.626678
11898	-4812.337	-4923.618	111.2814	0.7653938	1.230154	7.235498
11904	-4811.775	-4923.851	112.0762	0.7636502	1.475217	6.703137
11910	-4816.71	-4927.594	110.8839	0.743264	1.2178	7.466293
11916	-4817.793	-4928.306	110.5124	0.7023664	1.325278	7.639134
11922	-4811.425	-4923.27	111.8449	0.745382	1.326882	6.899801
11928	-4805.885	-4917.617	111.7322	0.7395446	1.260101	6.993283
11934	-4808.29	-4920.237	111.9472	0.6728215	1.4707	6.823658
11940	-4806.935	-4919.662	112.7266	0.7392397	1.204131	6.48223
11946	-4808.659	-4922.384	113.7247	0.8826244	1.451097	5.751897
11952	-4804.973	-4917.218	112.2451	0.8002249	1.39653	6.624359
11958	-4805.228	-4916.992	111.7637	0.7435947	1.129271	7.035761
11964	-4810.629	-4923.052	112.4228	0.7793256	1.02223	6.715776
11970	-4803.995	-4916.079	112.0843	0.8786841	1.288132	6.715776
11976	-4805.981	-4916.588	110.6068	0.8506882	1.427983	7.465999
11982	-4806.905	-4918.057	111.1525	0.8359156	1.229135	7.267317
11988	-4806.562	-4918.444	111.8825	0.9161946	1.229135	6.831237
11994	-4805.781	-4917.324	111.5431	0.7955866	1.457543	6.980625
12000	-4813.468	-4925.02	111.5518	0.7122472	1.282488	7.095062
12006	-4806.959	-4918.669	111.7099	0.6413802	1.246506	7.064316
12012	-4812.42	-4923.046	110.6259	0.6874528	1.252549	7.618497
12018	-4811.576	-4921.567	109.9912	0.6454507	1.459938	7.892116
12024	-4807.689	-4918.7	111.0112	0.7474275	1.125435	7.439793
12030	-4820.128	-4929.662	109.5336	0.7429117	1.419929	8.100322
12036	-4809.565	-4919.553	109.9881	0.6841373	1.307643	7.936671
12042	-4817.865	-4929.607	111.742	0.7727515	1.311672	6.947157
12048	-4815.252	-4925.973	110.7203	0.7345782	1.412313	7.473823
12054	-4802.097	-4913.519	111.4229	0.7748728	1.137777	7.198085
12060	-4812.926	-4924.195	111.2694	0.7942269	1.287197	7.200681
12066	-4804.971	-4916.15	111.1787	0.7896954	1.452139	7.182021
12072	-4803.426	-4913.815	110.3887	0.7623452	1.351568	7.661931
12078	-4812.37	-4923.015	110.645	0.6478525	1.500185	7.525245
12084	-4817.144	-4928.602	111.4578	0.7657173	1.371497	7.07818
12090	-4812.385	-4923.442	111.0574	0.7238588	1.269129	7.360357
12096	-4817.999	-4929.27	111.2713	0.7221972	1.354575	7.209051
12102	-4820.023	-4930.569	110.5459	0.7526436	1.429054	7.550726
12108	-4819.665	-4932.05	112.3853	0.7365929	1.40396	6.579845
12114	-4829.492	-4940.394	110.9024	0.8836937	1.408423	7.297834
12120	-4815.928	-4926.079	110.1504	0.8247984	1.371499	7.747538
12126	-4804.684	-4915.433	110.7493	0.6088363	1.297823	7.574359
12132	-4801.671	-4912.22	110.5486	0.7104619	1.42287	7.574359
12138	-4804.106	-4914.903	110.7975	0.6964664	1.285156	7.507191
12144	-4813.484	-4924.415	110.9316	0.7386693	1.328697	7.393642
12150	-4825.621	-4937.833	112.2123	0.7550132	1.056697	6.824447
12156	-4819.213	-4931.351	112.1386	0.7609487	1.25054	6.766959
12162	-4817.74	-4928.877	111.1365	0.7278302	1.400194	7.259218
12168	-4806.402	-4916.477	110.0754	0.6400352	1.306341	7.914165
12174	-4807.502	-4917.664	110.162	0.6234691	1.424004	7.827139
