Iteration	Posterior	Likelihood	Prior	rate_log_sd	rate_loss	tree_length
5214	-4811.469	-4924.692	113.2231	0.95658	1.171752	6.109958
5220	-4803.467	-4915.101	111.6339	0.9176092	1.257309	6.951614
5226	-4803.532	-4915.891	112.3592	0.7918055	1.279452	6.618008
5232	-4803.552	-4913.895	110.3428	0.6696982	1.247608	7.781571
5238	-4805.066	-4915.78	110.7141	0.7742333	1.56754	7.394471
5244	-4798.25	-4910.133	111.8835	0.8038104	1.397164	6.817517
5250	-4806.258	-4917.102	110.844	0.6948861	1.303478	7.475051
5256	-4806.618	-4918.163	111.5451	0.6630153	1.303478	7.11585
5262	-4813.173	-4924.688	111.5145	0.803442	1.303478	7.056761
5268	-4813.092	-4922.658	109.5665	0.7010023	1.485217	8.078975
5274	-4803.995	-4915.194	111.1985	0.6194246	1.299039	7.327373
5280	-4797.782	-4907.84	110.0581	0.6454412	1.343551	7.904473
5286	-4800.473	-4912.152	111.6786	0.7132956	1.24983	7.040941
5292	-4802.007	-4913.712	111.7051	0.6220213	1.001924	7.198025
5298	-4801.121	-4913.696	112.5749	0.7382508	1.22886	6.553354
5304	-4804.798	-4916.335	111.537	0.7234093	1.235825	7.118083
5310	-4802.301	-4913.829	111.5284	0.67888	1.235825	7.146664
5316	-4808.223	-4919.918	111.6947	0.736343	1.261682	7.014492
5322	-4809.79	-4920.211	110.421	0.8039672	1.275906	7.655301
5328	-4804.061	-4914.523	110.4625	0.6986288	1.351389	7.656603
5334	-4802.76	-4913.904	111.1446	0.6481401	1.419912	7.289486
5340	-4793.766	-4905.714	111.9481	0.6984255	1.383187	6.845392
5346	-4800.883	-4912.059	111.1758	0.7357602	1.397819	7.23483
5352	-4799.451	-4911.575	112.1236	0.7230471	1.241075	6.799883
5358	-4800.333	-4912.326	111.9928	0.7924035	1.315043	6.799883
5364	-4809.887	-4921.054	111.1669	0.8747562	1.348855	7.185624
5370	-4802.617	-4913.378	110.7613	0.7014737	1.16969	7.576909
5376	-4806.553	-4918.877	112.3242	0.7933872	1.289842	6.631447
5382	-4806.166	-4918.943	112.7769	0.7750562	1.126293	6.47315
5388	-4811.436	-4922.56	111.1248	0.8027569	1.307298	7.264925
5394	-4802.001	-4914.03	112.0297	0.7622089	1.228567	6.835156
5400	-4802.519	-4914.627	112.1078	0.863945	1.322275	6.695966
5406	-4805.093	-4917.339	112.2465	0.8187155	1.224418	6.689496
5412	-4817.936	-4930.525	112.5893	0.8298612	1.224418	6.497997
5418	-4808.283	-4918.636	110.353	0.7548264	1.194816	7.754902
5424	-4809.442	-4920.152	110.7101	0.7603023	1.139096	7.587489
5430	-4813.18	-4925.005	111.8251	0.8451789	1.161398	6.93241
5436	-4819.942	-4931.87	111.928	0.7665677	1.250113	6.877786
5442	-4820.033	-4931.319	111.2855	0.7594784	1.139244	7.27942
5448	-4814.556	-4926.671	112.1148	0.8992551	1.222054	6.718247
5454	-4808.109	-4919.241	111.132	0.7318583	1.092802	7.399546
5460	-4811.112	-4924.206	113.0937	0.7846185	1.384328	6.177726
5466	-4802.382	-4914.36	111.9785	0.7555512	1.268555	6.848141
5472	-4805.191	-4916.249	111.0578	0.6819503	1.134387	7.445545
5478	-4802.102	-4914.473	112.3706	0.7514178	1.204473	6.668109
5484	-4801.888	-4913.179	111.2906	0.777585	1.307103	7.189435
5490	-4800.874	-4912.86	111.9856	0.6985661	1.157256	6.926896
5496	-4792.285	-4902.864	110.5794	0.7615849	1.334496	7.567618
5502	-4792.434	-4904.085	111.6503	0.7348471	1.360287	6.995935
5508	-4792.293	-4903.333	111.0406	0.8372222	1.293246	7.297801
5514	-4798.001	-4909.005	111.0047	0.7462496	1.454659	7.297801
5520	-4801.492	-4911.932	110.44	0.6657682	1.228337	7.740525
5526	-4800.365	-4911.971	111.6058	0.8410914	1.236178	7.017558
5532	-4804.623	-4917.061	112.4376	0.8520763	1.310178	6.529278
5538	-4802.904	-4913.028	110.1247	0.774209	1.359171	7.793498
5544	-4814.638	-4924.332	109.6936	0.7565343	1.245442	8.082666
5550	-4805.746	-4917.652	111.9058	0.7280271	1.258882	6.906533
5556	-4807.567	-4919.076	111.5092	0.7976895	1.313134	7.058429
5562	-4799.606	-4910.449	110.8421	0.683274	1.304129	7.482006
5568	-4803.182	-4914.833	111.6514	0.7516236	1.265491	7.027856
5574	-4799.816	-4911.87	112.0541	0.7006674	1.359219	6.797141
5580	-4799.759	-4910.798	111.0389	0.7985616	1.359219	7.290869
5586	-4803.066	-4913.218	110.1518	0.6810975	1.225662	7.88749
5592	-4788.07	-4899.834	111.7642	0.6967228	1.376912	6.948105
5598	-4789.371	-4900.271	110.9006	0.7856334	1.412516	7.349726
5604	-4802.368	-4914.45	112.082	0.854507	1.320039	6.715969
5610	-4792.174	-4903.723	111.5489	0.7744602	1.320039	7.046555
5616	-4785.627	-4897.645	112.0178	0.6953992	1.235232	6.874506
5622	-4798.255	-4909.123	110.8677	0.8468993	1.035708	7.508751
5628	-4788.587	-4899.191	110.604	0.725675	1.17528	7.645495
5634	-4803.331	-4914.92	111.589	0.8232555	1.242205	7.03348
5640	-4798.229	-4910.34	112.1115	0.8015582	1.295608	6.739397
5646	-4799.083	-4911.118	112.0358	0.7690612	1.558122	6.689426
5652	-4794.656	-4907.05	112.3934	0.7672195	1.116332	6.689835
5658	-4804.888	-4917.095	112.2071	0.8101315	1.301353	6.680594
5664	-4805.504	-4916.296	110.7919	0.7520761	1.301353	7.473263
5670	-4807.038	-4917.864	110.8265	0.7504447	1.168607	7.51628
5676	-4814.103	-4925.526	111.4224	0.7504447	1.128045	7.216226
5682	-4815.401	-4927.369	111.9679	0.6434277	1.253927	6.920876
5688	-4816.466	-4929.027	112.5614	0.7747397	1.202169	6.553372
5694	-4806.969	-4919.059	112.0896	0.7865775	1.287599	6.762893
5700	-4804.007	-4916.471	112.4641	0.6883611	1.222411	6.643295
5706	-4806.643	-4919.579	112.9363	0.8332808	1.09698	6.369793
5712	-4806.634	-4917.819	111.1852	0.6979395	1.409187	7.245412
5718	-4807.585	-4919.241	111.6557	0.6993698	1.292039	7.041812
5724	-4805.409	-4916.609	111.2001	0.7221854	1.258228	7.289553
5730	-4824.348	-4934.359	110.0102	0.8756707	1.185571	7.877807
5736	-4824.157	-4935.273	111.1154	0.7546826	1.285557	7.305378
5742	-4825.215	-4936.678	111.4628	0.9060048	1.37693	6.997715
5748	-4816.453	-4927.273	110.82	0.7401339	1.228412	7.497358
5754	-4816.426	-4928.644	112.2188	0.772423	1.166761	6.756695
5760	-4811.202	-4923.746	112.5441	0.7120522	1.262371	6.568845
5766	-4807.745	-4919.887	112.1421	0.8188074	1.32421	6.700994
5772	-4808.58	-4919.582	111.0018	0.6759257	1.14851	7.471896
5778	-4808.86	-4918.953	110.0925	0.7489742	1.252704	7.870647
5784	-4810.555	-4921.819	111.2641	0.6751665	1.510576	7.17439
5790	-4811.917	-4923.309	111.3912	0.6478934	1.100475	7.301707
5796	-4800.154	-4911.827	111.6732	0.6588413	1.352681	7.027819
5802	-4807.898	-4917.647	109.7491	0.7538586	1.246966	8.053835
5808	-4807.862	-4918.296	110.4339	0.7690117	1.365336	7.628343
5814	-4807.462	-4918.586	111.1239	0.8157817	1.27478	7.272813
5820	-4820.312	-4933.202	112.8897	0.8298546	1.098455	6.396184
5826	-4816.639	-4927.351	110.713	0.6876536	1.430764	7.495329
5832	-4807.914	-4918.141	110.2274	0.6433753	1.290995	7.83797
5838	-4814.216	-4926.474	112.2581	0.7908411	1.290995	6.668061
5844	-4802.173	-4912.665	110.4922	0.7141097	1.183549	7.707529
5850	-4806.983	-4918.775	111.7918	0.8059785	1.400251	6.864491
5856	-4800.329	-4912.596	112.2674	0.8059785	1.223996	6.685297
5862	-4808.314	-4919.835	111.5207	0.7560687	1.310146	7.075946
5868	-4803.618	-4914.262	110.6437	0.7781639	1.195812	7.58645
5874	-4805.995	-4917.285	111.29	0.675128	1.214145	7.286713
5880	-4806.958	-4919.254	112.2957	0.9762242	1.294506	6.54587
5886	-4802.622	-4914.442	111.8194	0.7944124	1.199556	6.944676
5892	-4809.43	-4919.726	110.2958	0.6894478	1.367574	7.743793
5898	-4808.654	-4920.61	111.9569	0.8286497	1.227468	6.839079
5904	-4806.713	-4916.29	109.5773	0.736922	1.268255	8.144848
5910	-4817.564	-4927.542	109.9773	0.6417757	1.237963	7.996007
5916	-4803.711	-4914.692	110.981	0.6963721	1.332425	7.388263
5922	-4802.828	-4913.616	110.7884	0.7482078	1.153271	7.545232
5928	-4798.402	-4909.022	110.6201	0.7382955	1.15497	7.639802
5934	-4800.715	-4911.473	110.7584	0.8121057	1.340148	7.442191
5940	-4796.733	-4908.038	111.3044	0.7874241	1.082156	7.282576
5946	-4805.54	-4915.998	110.4583	0.794094	1.314135	7.62383
5952	-4802.989	-4914.363	111.3744	0.8144907	1.286381	7.133725
5958	-4803.578	-4913.726	110.1483	0.7211676	1.322977	7.824686
5964	-4796.939	-4907.96	111.0212	0.6323866	1.191146	7.464535
5970	-4808.593	-4920.658	112.0647	0.6952501	1.191146	6.869855
5976	-4802.206	-4915.032	112.8253	0.7451828	1.392971	6.341376
5982	-4801.471	-4912.208	110.7369	0.7352244	1.289801	7.516873
5988	-4802.453	-4912.284	109.8314	0.7283334	1.289801	8.004464
5994	-4801.158	-4912.815	111.6567	0.6685274	1.527354	6.960115
6000	-4804.997	-4915.205	110.208	0.6281513	1.116155	7.937657
6006	-4802.103	-4913.822	111.7198	0.7106042	1.420198	6.946457
6012	-4804.355	-4915.555	111.2006	0.8310553	1.287077	7.217941
6018	-4809.329	-4920.467	111.138	0.6764004	1.559207	7.222632
6024	-4801.807	-4912.923	111.1159	0.712165	1.350938	7.299463
6030	-4809.229	-4920.373	111.1439	0.799306	1.510178	7.172444
6036	-4797.56	-4909.339	111.7785	0.7264565	1.519004	6.866523
6042	-4802.149	-4913.598	111.4489	0.7154322	1.478176	7.066163
6048	-4800.703	-4911.963	111.26	0.7687694	1.478176	7.13908
6054	-4796.111	-4906.993	110.8825	0.7904924	1.254121	7.425143
6060	-4797.55	-4908.517	110.9672	0.7803772	1.502139	7.280637
6066	-4807.463	-4918.277	110.8141	0.7747111	1.24528	7.474278
6072	-4817.001	-4928.081	111.0796	0.6583341	0.9954476	7.517548
6078	-4811.48	-4921.984	110.5039	0.7262907	1.35106	7.619835
6084	-4811.657	-4923.143	111.4862	0.7210255	1.421024	7.06627
6090	-4808.79	-4920.523	111.7328	0.7907252	1.421024	6.895953
6096	-4807.846	-4919.433	111.5873	0.7246609	1.213125	7.10081
6102	-4803.885	-4914.476	110.5911	0.7996513	1.232127	7.586334
6108	-4809.922	-4922.359	112.4375	0.7361904	1.279414	6.605787
6114	-4800.135	-4910.77	110.6352	0.6800304	1.359954	7.570494
6120	-4804.762	-4916.948	112.1865	0.6791496	1.398609	6.720607
6126	-4811.01	-4921.994	110.9839	0.774014	1.464492	7.290096
6132	-4803.539	-4915.463	111.9244	0.7586007	1.382655	6.825916
6138	-4803.499	-4914.032	110.5335	0.6960367	1.313957	7.636147
6144	-4813.613	-4924.705	111.0926	0.7253548	1.226005	7.36025
6150	-4813.072	-4924.206	111.1335	0.8785035	1.383395	7.186894
6156	-4799.704	-4909.898	110.1944	0.7792315	1.316858	7.771689
6162	-4796.423	-4906.897	110.4739	0.737064	1.27484	7.663254
6168	-4806.584	-4916.344	109.7608	0.6950309	1.27484	8.066472
6174	-4801.608	-4914.556	112.948	0.7364393	1.234322	6.349557
6180	-4802.856	-4914.275	111.4188	0.7202203	1.234322	7.184006
6186	-4806.192	-4916.947	110.7547	0.6892031	1.234322	7.55687
6192	-4806.973	-4918.676	111.7034	0.8260028	1.109643	7.033596
6198	-4801.57	-4912.737	111.1675	0.6903156	1.49295	7.225082
6204	-4804.453	-4915.182	110.7291	0.7144853	1.199245	7.573241
6210	-4805.334	-4914.894	109.5593	0.7463939	1.444989	8.074622
6216	-4800.251	-4910.802	110.5514	0.7083527	1.419713	7.575312
6222	-4798.071	-4909.492	111.4213	0.7501725	1.294442	7.139506
6228	-4802.789	-4914.919	112.1298	0.6794123	1.114531	6.880412
6234	-4811.172	-4923.577	112.4052	0.6916644	1.098998	6.732964
6240	-4811.099	-4921.957	110.8588	0.7215917	1.282236	7.462213
6246	-4812.247	-4922.752	110.505	0.6322635	1.430251	7.636538
6252	-4806.207	-4918.721	112.5143	0.8172801	1.494405	6.429325
6258	-4804.252	-4915.793	111.5411	0.7326021	1.157357	7.147757
6264	-4804.066	-4916.15	112.0838	0.7927125	1.17986	6.812353
6270	-4804.537	-4916.065	111.5278	0.7486033	1.306019	7.077988
6276	-4797.954	-4908.95	110.9961	0.8125444	1.306019	7.329287
6282	-4792.312	-4904.098	111.7857	0.7464498	1.294801	6.94522
6288	-4790.774	-4901.681	110.9069	0.6741357	1.291456	7.457775
6294	-4801.031	-4912.245	111.2138	0.8224374	1.221403	7.245194
6300	-4799.081	-4909.662	110.5811	0.7358942	1.175462	7.652174
6306	-4808.763	-4918.794	110.0311	0.8700002	1.503147	7.733703
6312	-4809.07	-4921.536	112.4664	0.8155986	1.230641	6.56939
6318	-4808.011	-4920.264	112.2525	0.746599	1.192455	6.740158
6324	-4796.11	-4907.171	111.0616	0.8442862	1.251702	7.301308
6330	-4799.031	-4909.502	110.4703	0.7213476	1.251702	7.683973
6336	-4799.911	-4911.683	111.7721	0.713103	1.251702	6.989875
6342	-4804.73	-4914.899	110.1695	0.7247663	1.353387	7.798423
6348	-4807.821	-4919.58	111.7595	0.8220925	1.480058	6.840653
6354	-4811.089	-4922.694	111.6046	0.8201074	1.246414	7.024834
6360	-4821.065	-4932.048	110.9833	0.6881258	1.469553	7.334488
6366	-4824.522	-4935.364	110.8416	0.695177	1.251863	7.49915
6372	-4808.62	-4919.44	110.8207	0.7539001	1.207661	7.49915
6378	-4812.91	-4924.159	111.2485	0.6708081	1.441935	7.212513
6384	-4802.553	-4913.664	111.1117	0.8384323	1.401706	7.212513
6390	-4803.783	-4914.961	111.1775	0.7389698	1.227553	7.306635
6396	-4802.551	-4915.254	112.7037	0.8062907	1.227553	6.447313
6402	-4796.897	-4908.275	111.3774	0.7578546	1.350599	7.134552
6408	-4801.238	-4912.062	110.8238	0.6639714	1.342654	7.485476
6414	-4790.937	-4901.849	110.9123	0.8113149	1.209968	7.418224
6420	-4803.069	-4913.901	110.8323	0.6791608	1.474719	7.418224
6426	-4800.774	-4913.334	112.5604	0.8138309	1.147262	6.559095
6432	-4796.345	-4907.364	111.0183	0.7410181	1.123253	7.440476
6438	-4804.032	-4915.215	111.183	0.8115559	1.228659	7.264229
6444	-4803.732	-4913.979	110.2468	0.7540831	1.279736	7.773418
6450	-4804.138	-4916.058	111.9198	0.8325263	1.194686	6.872322
6456	-4801.774	-4912.961	111.1869	0.7625714	1.576758	7.143348
6462	-4817.101	-4930.597	113.4959	0.8361511	1.313255	5.961383
6468	-4807.634	-4919.802	112.1674	0.7809537	1.408432	6.671831
6474	-4803.394	-4914.351	110.9574	0.7736532	1.311757	7.36842
6480	-4805.897	-4916.249	110.3523	0.7363107	1.200853	7.762368
6486	-4811.967	-4924.061	112.0933	0.8030329	1.319793	6.737766
6492	-4810.975	-4923.593	112.6179	0.8060215	1.319793	6.452327
6498	-4817.019	-4928.934	111.9155	0.7874674	1.355875	6.826543
6504	-4803.232	-4915.625	112.3935	0.7200011	1.222207	6.66443
6510	-4796.81	-4909.195	112.3845	0.7416482	1.207594	6.66443
6516	-4802.567	-4915.37	112.8029	0.8500921	1.097125	6.432954
6522	-4799.954	-4912.247	112.2936	0.8125763	1.364183	6.605169
6528	-4806.81	-4918.773	111.9626	0.681634	1.078779	6.987266
6534	-4811.224	-4923.135	111.9114	0.6129536	1.211469	6.987266
6540	-4805.552	-4917.221	111.6685	0.71912	1.227003	7.053683
6546	-4801.755	-4913.376	111.6207	0.7584871	1.227003	7.058208
6552	-4798.069	-4908.075	110.0055	0.710719	1.285512	7.922894
6558	-4789.417	-4902.036	112.6199	0.7855432	1.266168	6.486259
6564	-4802.909	-4915.288	112.3794	0.6497363	1.186116	6.726965
6570	-4806.67	-4917.665	110.9943	0.8306494	1.549251	7.220791
6576	-4799.869	-4911.928	112.0591	0.8286167	1.3276	6.739001
6582	-4800.918	-4912.165	111.2467	0.738528	1.387981	7.199398
6588	-4807.626	-4918.991	111.3646	0.6541495	1.345477	7.199398
6594	-4802.556	-4913.491	110.935	0.764382	1.293875	7.393237
6600	-4798.562	-4909.591	111.029	0.6518051	1.316676	7.393237
6606	-4797.146	-4908.321	111.1745	0.7544123	1.430448	7.212035
6612	-4806.561	-4917.816	111.2545	0.7647216	1.440492	7.15942
6618	-4806.98	-4918.467	111.487	0.7866618	1.440492	7.022522
6624	-4788.085	-4899.77	111.6847	0.7862699	1.217667	7.013138
6630	-4796.026	-4908.795	112.7683	0.7915907	1.445378	6.325281
6636	-4798.014	-4909.706	111.6922	0.7326946	1.149478	7.070252
6642	-4794.834	-4905.23	110.3962	0.6492294	1.389069	7.702633
6648	-4794.081	-4905.709	111.6286	0.6735337	1.311123	7.061894
6654	-4803.23	-4913.092	109.8613	0.6983424	1.319301	7.991673
6660	-4805.537	-4915.499	109.9616	0.5980421	1.319301	7.991673
6666	-4802.395	-4913.932	111.5369	0.7760942	1.164451	7.123233
6672	-4799.865	-4910.881	111.0158	0.7728333	1.237638	7.370633
6678	-4807.942	-4919.487	111.5453	0.7167307	1.237638	7.11636
6684	-4808.84	-4918.446	109.6059	0.5928898	1.461609	8.124949
6690	-4806.955	-4918.48	111.5256	0.7958979	1.394905	7.015606
6696	-4811.079	-4923.24	112.1617	0.7161852	1.136529	6.832539
6702	-4802	-4913.663	111.6624	0.7121904	1.192013	7.077011
6708	-4803.683	-4915.543	111.8598	0.7285885	1.270956	6.92558
6714	-4806.025	-4918.285	112.26	0.8161405	1.420564	6.597672
6720	-4821.021	-4933.496	112.4752	0.7355529	1.16183	6.640425
6726	-4818.705	-4930.916	112.211	0.8198976	1.443906	6.612546
6732	-4817.21	-4928.577	111.3677	0.6205222	1.010579	7.375332
6738	-4802.329	-4913.553	111.2235	0.7381465	1.282533	7.257541
6744	-4805.984	-4916.201	110.2174	0.673478	1.282533	7.830963
6750	-4802.31	-4912.995	110.685	0.7613544	1.293643	7.528943
6756	-4820.07	-4931.993	111.9229	0.7761808	1.329548	6.840017
6762	-4825.732	-4936.347	110.6158	0.7092803	1.206841	7.633147
6768	-4828.178	-4938.624	110.4462	0.815769	1.281291	7.633147
6774	-4817.576	-4929.06	111.4842	0.8279259	1.266576	7.076316
6780	-4819.324	-4931.044	111.7202	0.7907344	1.429159	6.899364
6786	-4820.387	-4931.916	111.5285	0.736116	1.228274	7.119255
6792	-4814.746	-4927.333	112.5869	0.8161294	1.355975	6.447954
6798	-4810.62	-4921.763	111.1433	0.6858781	1.377043	7.287783
6804	-4808.281	-4920.206	111.9244	0.8238395	1.294498	6.828876
6810	-4806.15	-4916.983	110.8326	0.7100562	1.465536	7.405132
6816	-4808.145	-4917.105	108.9598	0.943481	1.178052	8.404762
6822	-4817.902	-4930.12	112.2174	0.9467647	1.234371	6.631402
6828	-4817.257	-4927.557	110.2999	0.7387336	1.203647	7.787754
6834	-4805.913	-4916.17	110.2578	0.7783667	1.2625	7.762255
6840	-4799.938	-4912.98	113.042	0.9068846	1.2625	6.192966
6846	-4803.047	-4914.796	111.7492	0.7426864	1.091809	7.062706
6852	-4794.78	-4907.116	112.336	0.8020016	1.357123	6.590955
6858	-4794.609	-4906.204	111.5952	0.7935306	1.357123	6.995383
6864	-4805.075	-4914.279	109.2044	0.8027591	1.286013	8.300478
6870	-4807.469	-4918.694	111.2248	0.7703757	1.259607	7.249826
6876	-4801.239	-4913.083	111.8449	0.8159437	1.243917	6.89879
6882	-4799.573	-4911.552	111.9792	0.7837609	1.23505	6.847748
6888	-4807.453	-4919.489	112.0364	0.6962336	1.02579	6.967146
6894	-4801.556	-4914.407	112.8515	0.7950865	1.246797	6.36439
6900	-4809.003	-4921.991	112.988	0.8135086	1.362924	6.228675
6906	-4813.782	-4924.92	111.1383	0.8019723	1.362924	7.234082
6912	-4813.812	-4926.795	112.9822	0.8861087	1.34644	6.19946
6918	-4812.949	-4925.226	112.2776	0.7889687	1.356299	6.629963
6924	-4829.198	-4940.678	111.4799	0.7583098	1.303307	7.099705
6930	-4814.728	-4927.363	112.6346	0.8093137	1.113351	6.538072
6936	-4805.244	-4916.811	111.5667	0.7168262	1.218452	7.113666
6942	-4812.512	-4922.733	110.2212	0.7598903	1.197694	7.821295
6948	-4816.739	-4928.697	111.9577	0.7614127	1.481788	6.765728
6954	-4819.005	-4931.886	112.8813	0.9232094	1.382773	6.218552
6960	-4811.303	-4923.331	112.0283	0.722989	1.460719	6.756838
6966	-4805.397	-4916.463	111.0663	0.7805184	1.460719	7.243853
6972	-4812.557	-4924.3	111.7432	0.7122221	1.097032	7.079705
6978	-4806.819	-4918.263	111.4446	0.6391963	1.397425	7.142457
6984	-4812.748	-4924.354	111.6055	0.7177623	1.284952	7.062088
6990	-4809.26	-4921.703	112.4433	0.8047895	1.275453	6.567266
6996	-4808.515	-4919.24	110.7248	0.739669	1.353208	7.493449
7002	-4801.519	-4912.385	110.8657	0.6454608	1.482661	7.415196
7008	-4804.354	-4913.887	109.5332	0.69248	1.263257	8.19425
7014	-4808.354	-4919.797	111.4427	0.8639091	1.49911	6.981254
7020	-4809.934	-4922.65	112.7153	0.7541687	1.152571	6.504917
7026	-4813.606	-4925.783	112.1772	0.8432002	1.213018	6.718991
7032	-4817.677	-4928.837	111.1595	0.8167032	1.549899	7.139218
7038	-4822.312	-4933.926	111.6144	0.6603213	1.173931	7.139297
7044	-4816.277	-4927.454	111.1775	0.7240131	1.199043	7.327904
7050	-4809.849	-4920.801	110.9518	0.6224214	1.240266	7.484375
7056	-4813.76	-4925.131	111.3714	0.7052738	1.593943	7.068405
7062	-4805.444	-4917.406	111.9616	0.7356295	1.194319	6.902181
7068	-4810.278	-4921.612	111.3343	0.917712	1.250573	7.115879
7074	-4811.395	-4922.963	111.5684	0.6701495	1.441904	7.040886
7080	-4822.875	-4935.192	112.3167	0.8102101	1.177016	6.678447
7086	-4813.681	-4925.842	112.1608	0.7773505	1.299397	6.724155
7092	-4815.906	-4927.21	111.3047	0.7692735	1.231898	7.220058
7098	-4817.538	-4929.029	111.4904	0.6745152	1.128911	7.220058
7104	-4808.395	-4919.18	110.785	0.6745152	1.128911	7.598268
7110	-4818.788	-4928.591	109.8028	0.7527137	1.506396	7.917047
7116	-4807.949	-4919.586	111.6369	0.7718921	1.187853	7.060573
7122	-4811.491	-4922.471	110.9805	0.7517927	1.10541	7.463801
7128	-4815.708	-4925.617	109.9085	0.6506449	1.180744	8.054357
7134	-4808.05	-4919.803	111.7531	0.8535385	1.419789	6.85161
7140	-4812.28	-4923.451	111.1707	0.6522095	1.394234	7.283964
7146	-4808.174	-4918.452	110.2782	0.7087239	1.316268	7.764834
7152	-4809.266	-4919.492	110.2258	0.7770003	1.173922	7.820873
7158	-4807.829	-4919.587	111.758	0.6548674	1.412445	6.959099
7164	-4802.27	-4913.129	110.8585	0.7335566	1.490898	7.368565
7170	-4817.475	-4927.745	110.2702	0.7503722	1.53845	7.656091
7176	-4812.407	-4923.981	111.5741	0.8547354	1.173252	7.056728
7182	-4820.984	-4933.017	112.0329	0.7492579	1.189899	6.858497
7188	-4822.358	-4933.402	111.0442	0.7389841	1.588512	7.228251
7194	-4816.001	-4927.559	111.5584	0.6187152	1.348673	7.112869
7200	-4801.39	-4912.75	111.3595	0.8645407	1.290782	7.112869
7206	-4816.138	-4925.517	109.3784	0.7696859	1.375464	8.187149
7212	-4809.957	-4921.879	111.9219	0.7390677	1.177407	6.929748
7218	-4807.988	-4919.509	111.5207	0.7287214	1.551417	6.99164
7224	-4813.448	-4924.36	110.9115	0.8593951	1.298277	7.35295
7230	-4810.563	-4920.566	110.0028	0.6255701	1.288375	7.96848
7236	-4806.358	-4917.688	111.3292	0.6938474	1.380054	7.182364
7242	-4805.353	-4916.302	110.9493	0.746768	1.186259	7.444107
7248	-4811.868	-4922.446	110.5785	0.6785742	1.137806	7.702259
7254	-4815.952	-4928.559	112.6068	0.7571053	1.268468	6.507736
7260	-4819.747	-4930.687	110.9396	0.6812087	1.152412	7.500511
7266	-4812.125	-4923.871	111.7459	0.7971802	1.104892	7.028578
7272	-4822.342	-4934.191	111.8496	0.7407036	1.277722	6.92148
7278	-4811.282	-4921.944	110.6615	0.7407036	1.257056	7.56891
7284	-4810.191	-4920.77	110.5787	0.810002	1.460616	7.489657
7290	-4812.579	-4922.457	109.878	0.7735714	1.477684	7.87705
7296	-4821.088	-4931.647	110.559	0.7602267	1.29873	7.594806
7302	-4815.718	-4927.243	111.5248	0.761592	1.06843	7.185074
7308	-4810.066	-4921.256	111.19	0.7604524	1.468487	7.185074
7314	-4811.116	-4922.919	111.8036	0.6490655	1.335759	6.970127
7320	-4816.665	-4926.312	109.6475	0.6350634	1.617683	8.02037
7326	-4808.004	-4918.982	110.9786	0.7244385	1.480273	7.313203
7332	-4820.814	-4931.379	110.5653	0.6876914	1.459603	7.562736
7338	-4808.355	-4919.15	110.7951	0.7334214	1.331333	7.468517
7344	-4812.272	-4922.949	110.6771	0.758088	1.181805	7.585932
7350	-4809.679	-4920.815	111.1363	0.8500932	1.181805	7.290462
7356	-4807.598	-4918.803	111.2046	0.7214888	1.292527	7.272202
7362	-4811.055	-4920.474	109.4187	0.6169446	1.415834	8.230322
7368	-4806.324	-4916.963	110.6388	0.6339474	1.340772	7.601405
7374	-4809.426	-4919.807	110.3818	0.6033221	1.1411	7.846004
7380	-4804.781	-4916.397	111.616	0.6814868	1.312032	7.064015
7386	-4805.788	-4917.408	111.6192	0.7812692	1.419983	6.962677
7392	-4802.256	-4914.773	112.5176	0.7558143	1.195039	6.590665
7398	-4803.625	-4915.326	111.7017	0.7848489	1.268712	6.98143
7404	-4802.181	-4912.661	110.48	0.7182494	1.137435	7.733871
7410	-4803.455	-4916.126	112.6709	0.8702665	1.137435	6.473507
7416	-4795.044	-4906.513	111.4695	0.7956358	1.362994	7.059424
7422	-4802.282	-4913.235	110.9532	0.7413753	1.511562	7.305399
7428	-4794.044	-4905.855	111.8115	0.7032747	1.291344	6.956124
7434	-4803.073	-4913.063	109.9891	0.6487195	1.247379	7.981706
7440	-4805.192	-4916.832	111.6396	0.874796	1.247379	6.976106
7446	-4804.314	-4916.76	112.4455	0.6986987	1.635305	6.476591
7452	-4800.395	-4912.743	112.3476	0.7965872	1.635305	6.476591
7458	-4800.336	-4912.054	111.7182	0.7287895	1.635305	6.853499
7464	-4808.626	-4920.201	111.5746	0.7197791	1.229532	7.102706
7470	-4806.625	-4918.496	111.8713	0.7862366	1.273423	6.887166
7476	-4810.986	-4922.148	111.1626	0.7900854	1.280395	7.263282
7482	-4798.412	-4909.597	111.1849	0.7180741	1.219463	7.317615
7488	-4797.064	-4908.934	111.8702	0.7294505	1.219463	6.943036
7494	-4796.966	-4907.645	110.6789	0.7759834	1.303663	7.519989
7500	-4792.92	-4904.111	111.1909	0.7189328	1.248293	7.300733
7506	-4801.771	-4912.906	111.1348	0.7732226	1.250514	7.300733
7512	-4799.827	-4911.263	111.4352	0.7463789	1.206722	7.17392
7518	-4815.301	-4925.936	110.6354	0.7911326	1.181855	7.590531
7524	-4806.555	-4917.728	111.1732	0.8037273	1.210728	7.28195
7530	-4818.14	-4926.488	108.3471	0.6987924	1.057976	8.918341
7536	-4804.214	-4913.569	109.3552	0.6889772	1.1437	8.346203
7542	-4796.677	-4907.91	111.2327	0.8573533	1.180834	7.235272
